cn_title,en_title,strategy,comment,ranking,abstract
基督教,Xiamen New District Gospel Church,0,9,0,
后厝山,Houcuo Mountain,0,15,0,
鬼仔坑水库,Guizikeng Reservoir,0,0,0,
归来园,Homecoming Garden,0,11,0,
厦门东坪山,Xiamendongping Mountain,0,4,0,
东芳山,Dongfang Mountain,0,13,0,
大溪山,Daxi Mountain,0,0,0,
厦门市第二中学鼓浪屿校区,,0,27,0,
厦大一条街,Shadayitiao Street,0,40,0,
集美游览区,Jimei Tourist Area,0,30,0,
集美大学诚毅校区,,0,9,0,
观音山沙滩,Guanyin Mountain Beach,0,35,0,
莲花山,Fujianlianhua Mountain,0,7,0,
大学路,University Road,0,34,0,
海下隧道,,0,8,0,
海沧儿童公园蝴蝶生态园,Haicang Ertong Gongyuan Hudie Ecological Park,0,14,119,
老院子民俗文化风情园景区,Laoyuanzi Minsu Wenhua Fengqingyuan Sceneic Area,0,9,31,
筼筜书院,Yundang College,0,12,351,
24小时自助图书馆,,0,2,347,
少年儿童图书馆(东荣社区分馆),Xiamen Children's Library (Dongrong Community Branch),0,2,348,
苏颂文化广场,Susong Culture Square,0,0,365,
莲塘别墅,Lotus Pond Villa,1,2,289,
杰熙帆船游艇,,0,0,288,
新城市民广场,Xinchengshimin Square,0,6,357,
金街,Jimeijin Street,1,12,287,
桥·空间,Bridge · Space,0,3,360,
苏营皇帝井(皇渡庵),"Emperor Well (Huangdu Nunnery), Suying Village",0,2,363,
泰迪之家,,0,0,129,
腾邦欣欣旅游产业园,Tengbang Xinxin Tourism Industrial Park,0,0,364,
忠伦公园多肉植物馆,,0,28,148,
自贸公园,Zimao Park,0,1,217,
中华城 艺术空间,China Town Art Space,0,6,366,
老城微展馆,Old Town Micro Exhibition Hall,0,1,286,
福建省鼓浪屿馅饼食品文化博物馆,Fujian Gulangyu Pie Food Cultural Museum,0,29,368,
厦门美术馆(文化馆),Xiamen Art Gallery,0,2,285,
白鹭洲公园音乐广场,Bailuzhou Gongyuan Yinyue Square,2,22,370,
厦门儿童公园二期,Xiamen Children's Park Phase II,0,20,371,
开禾路口,Kaihe Intersection,3,16,284,
罗扬才烈士陵园,Cemetery of Martyr Luo Yangcai,0,1,372,
联发华美空间,Huamei Park,3,21,218,
陈嘉庚珍藏文物展,,0,8,373,
会展步行街,Huizhan Walking Street,0,9,374,
中岩寺,Zhongyan Temple,0,3,375,
出米岩,Chumiyan Stone Cavern,0,0,377,
华报书院,,0,0,378,
萤火虫之魔幻森林主题公园,Yinghuochong Zhi Mohuan Forest Theme Park,0,3,73,
回旋炮,,0,1,281,
津贺杨梅园,Jinhe Bayberry Garden,0,0,380,
厦门城遗址,Xiamencheng Ruins,0,5,187,
嘉庚文化广场,Jiageng Culture Square,0,9,383,
南普陀寺钟楼,"Bell Tower, South Putuo Temple",0,12,384,
圆海宫,Yuanhaigong,0,0,385,
许通海微雕博物馆,Xutonghai Weidiao Museum,0,0,387,
中山公园花展西院,"Flower Show West Courtyard, Zhongshan Park",0,8,388,
三官道院,Sanguan Daoyuan,0,0,280,
厦门大学鼓浪屿环岛路,"Huandao Road, Gulangyu Island, Xiamen University",0,50,65,
海洋三所鲸豚展馆,"Whale and Dolphin Pavilion, Third Institute of Oceanography",0,1,99,
海韵台海滩,Haiyuntai Beach,0,5,391,
火炬公园,Huoju Park,0,13,392,
美仁园,Meiren Garden,0,9,393,
中华白海豚雕像,Statue of Chinese White Dolphin,0,2,394,
厦门国际动漫展,,0,8,395,
宝荣通美术馆,Baorongtong Gallery,0,0,396,
彩虹沙滩,Rainbow Beach,0,2,397,
侏罗纪活体恐龙展,,0,4,186,
香草园,Vanilla Herb Garden,0,14,400,
寨遗址,Zhai Ruins,0,3,402,
南尾井,Nanweijing Village,0,0,279,
风景湖公园,Fengjinghu Park,0,5,403,
扬帆公园,Yangfan Park,1,1,404,
基督教两会,Xiamen Christian Second Meeting,0,2,405,
银湖公园,Yinhu Park,0,12,406,
延平楼,Yanping Building,0,4,407,
香山岩寺,Xiangshanyan Temple,0,27,408,
厦门市同安区科技馆,"Science and Technology Museum of Tong'an District, Xiamen",0,1,409,
万寿塔,Wanshou Tower,1,16,410,
苏颂公园,Susong Park,0,8,411,
福隆·国际商业步行街,Fulong·Guoji Shangye Walking Street,0,10,278,
传世艺宫美术馆,Chuanshiyigong Gallery,0,1,412,
陈敬贤墓塔,Tomb Tower of Chen Jingxian,0,5,277,
陈化成祠,Chen Huacheng Temple,0,3,413,
厦门规划展览馆,Xiamenguihua Exhibition hall,0,2,414,
汉堂美术馆,Hantang Art Gallery,0,2,416,
武西殿土地公庙,"Earth Temple, Wuxi Palace",0,0,417,
万佛宝塔,Wanfo Baota,1,2,276,
妈祖像,Statue of Mazu,0,5,170,
谦记古美术馆,Humble Art &amp; Antique Museum,0,4,418,
古龙居住公园,Gulong Inhabitancy Park （South Gate）,0,9,184,
前埔健身公园,Qianpujianshen Park,0,34,210,
巴黎广场步行街,BaLi GuangChang BuXingJie,0,21,420,
湖里步行街,Huli Pedestrian Street,0,1,102,
世纪画廊,,0,0,168,
花展馆,HuaZhanGuan,0,1,421,
厦门大学校史展览馆,XiaMen DaXue XiaoShi ZhanLanGuan,0,31,271,
厦门市美术馆,Xiamen Art Gallery,0,20,166,
长宏影剧院,,0,0,427,
新城规划展厅,New Town Planning Exhibition Hall,0,0,428,
后溪镇油菜花,Rape Flower Sea in Houxi Town,0,1,429,
艺术展览馆,Art Exhibition hall,0,3,430,
海沧大桥牛头山旅游区,"Niutou Mountain Tourist Area, Haicang Bridge",0,2,431,
旧雨今来轩画廊,Jiuyujinlai Art Gallery,0,6,433,
荣光宝藏博物院,Rongguang Museum of Treasures,0,9,434,
观音山海滨旅游商业街,Xiamen Guanyinshan Sea Shore Tourism Commercial Street,0,4,435,
友铭堂大型综合体验馆,Youmingtang Daxing Zonghe Experience Hall,0,3,26,
陈化成故居,Former Residence of Chen Huacheng,2,10,268,
不争公园,Buzheng Park,0,17,439,
金鸡普光寺,Xiamen Puguang Temple,0,3,440,
宝珠屿,Baozhu Islet,0,1,267,
埭辽水库,Dailiao Reservoir,1,49,442,
妙法林寺,Xiamen Miaofa Linsi （East Gate）,0,8,443,
凤山庙,Xiamen Guankou Fengshan Temple,0,9,444,
朝元观,Chaoyuan Temple,0,9,445,
蔡尖尾山,Caijianwei Mountain,0,10,446,
虎仔山,Huzai Mountain,1,10,205,
新街堂,Xinjie Church,2,19,451,
石峰岩寺,Shifengyan Temple,0,16,183,
鸿渐山,Hongjian Mountain,1,2,200,
延平公园,Yanping Park,0,8,73,
佛心寺,Fuxin Temple,0,2,453,
雄狮瀑布,Xiongshi Waterfall,0,5,455,
厦门牛庄文化馆,Niuzhuang Cultural Center,0,28,456,
殷承宗琴屋,Piano House of Yin Chengzong,0,15,74,
龙源宫,Longyuangong,0,13,457,
观音寺,Guanyin Temple,1,54,208,
厦门航天测控站,Xiamen Space Measurement and Control Station,0,6,458,
曾溪水库,Zengxi Reservoir,0,9,459,
厦门经济特区纪念馆,Xiamen Special Economic Zone Memorial Hall,0,50,265,
厦门国防园,Xiamen National Defense Park,0,19,460,
洪旭故居,Hongxu Former Residence,0,3,462,
东渡立交公园,Dongdulijiao Park,0,17,463,
中国少年先锋队队歌广场,Zhongguo Shaonian Xianfengdui Dui Ge Square,0,2,464,
英雄小八路纪念馆,Yingxiongxiao Balu Memorial Hall,0,10,465,
中国少年先锋队队歌纪念馆,Zhongguo Shaonian Xianfengdui Dui Ge Memorial Hall,0,4,466,
太平岩寺,Taiping Yansi,1,11,467,
虎溪禅寺,Huxi Temple,1,10,468,
闽台古石雕大观,Ancient Stone Carvings of Fujian and Taiwan,0,9,264,
英雄山,Yingxiong Mountain,1,6,75,
杉际内,Shan Jinei,0,2,470,
金山松石,Jinshan Songshi Scenic Area,0,7,471,
大清厦门一等邮局遗址,Xiamen First Class Post Bureau Relic Site of Qing Dynasty,0,41,263,
闽南佛学院,Minnanfu College,0,29,262,
洪本部巷,Hongbenbu Alley,0,7,474,
许家园,Xujia Garden,0,15,76,
陈士京墓,Tomb of Chen Shijing,0,4,77,
林屋,,0,10,78,
集美礼拜堂,Jimei Chapel,0,14,475,
弘一大师纪念园,Hongyidashi Memorial Park,0,29,79,
滨海大道,,2,30,476,
关隘礼拜堂,Guan'ai Chapel,0,12,477,
林巧稚纪念馆,Linqiaozhi Memorial Hall,2,30,80,
福建路,Fujian Road,1,22,81,
厦门理工学院,Xiamenligong College,1,45,478,
宁远楼,Ningyuan Building,0,37,82,
集美解放纪念碑,Jimei Liberation Monument,1,17,479,
厦门牛庄,Xiamen Niuzhuang,0,88,480,
福州大学厦门工艺美院鼓浪屿校区,,0,12,83,
原日本领事馆,Former Japanese Consulate,0,11,85,
陈嘉庚纪念馆,Tan Kah Kee Memorial Museum,3,70,195,
五缘湾海水浴场,Wuyuan Bay Bathing Beach,0,28,436,
台湾小吃街,Taiwan Snack Street,7,370,25,
后空间,,0,16,261,
耶稣君王堂,Catholic Church,0,4,86,
同安旅游区,Tong'an Tourist Area,1,67,259,
杏东公园,Xingdong Park （North Gate）,0,29,484,
日东公园,Ridong Park （Southeast Gate）,0,54,485,
敬贤公园,Jingxian Park,1,57,198,
磨鑫山,Moxin Mountain,0,28,135,
局口街,Jukou Street,10,78,71,街上有五六十家时尚前卫的女士服装店，又称女人街。
集美中学,Jimei Middle School,10,49,486,
鼓浪屿中华路,Zhonghua Road,0,51,87,
水操台,shuicaotai,1,38,89,
上玄场楼群,,0,52,487,
南普陀寺放生池,"Free Life Pond, Nanputuo Temple",0,177,190,
厦门音乐广场,Xiamen Music Square,36,166,488,
野山谷生态乐园,Wild Valley Eco-Eden (Xiamen),0,116,489,
湖里公园,Huli Park,0,119,151,
厦门海沧大桥旅游区,"Haicang Bridge Tourist Area, Xiamen",0,161,143,
中岩玉笏,Partridge Rock,0,2,492,
大轮山公园,Dalunshan Park,0,19,493,
苏颂科技馆,Su Song Science and Technology Museum,0,8,494,
小坪森林公园,Xiaoping Forest Park of Xiamen,0,11,495,
同安孔庙,Tong'an Museum,0,66,496,
大悲殿,Great Compassion Hall,9,72,258,
天王殿,Hall of Heavenly Kings,11,99,497,
南普陀寺藏经阁,"Depository of Buddhist Sutras, South Putuo Temple",9,71,136,
白城海滩,,11,5,134,白城沙滩位于厦门大学南部白城脚下，为演武大桥与胡里山炮台之间的一片美丽的沙滩。
钟林美广场,,0,1,498,钟林美广场建在西校门入口处的囊萤楼前，是海外华人钟宝玉兄弟姐妹为纪念母亲钟林美女士，捐赠款港币60万元建造的，1994年5月竣工。广场最主要的景观是在喷水池後面铜雕一似浪非浪、似鸟非鸟、似书非书的腾飞物，象征厦大一切都在腾飞。
建南楼群,,2,0,499,建南楼群系20世纪50年代初，由陈嘉庚先生的女婿李光前先生捐资、陈嘉庚先生督造的，包括建南大会堂、成义楼、成智楼、南安楼、南光楼五幢大楼，曾是厦大颇具风格的标志性建筑群。
建南大礼堂,Jiannan Auditorium,5,20,257,
群贤楼群,,3,1,500,"厦门大学群贤群楼群五幢一字排列，建在厦门市五老峰下、南普陀寺前的演武场上。以居中建筑、装饰最考究、体量也最大(2725平方米)作校办公用的群贤为名。东边为集美、映雪。西边为同,安、囊萤。建于1921-1922年，建筑面积9576平方米。为陈嘉庚独资兴…"
嘉庚楼群,,2,0,501,"嘉庚楼群座落于中国最美的大学–厦门大学校园内。该楼群以厦门大学的创办人，著名爱国华侨陈嘉庚先生的名字命名。它是厦门大学建筑系师生自已设计，由五个相连的楼组成，位于风景秀丽芙蓉湖畔。是厦门大学的标志性景观。
　　"
西校门,,4,0,182,西校门建在厦大旧主楼群贤楼群西边，由台胞、我校名誉校友张子露先生捐赠10万美元建造，1991年3月落成。西校门高7.4米，长25米，建筑面积120平方米。采用花岗石材，以左右延伸的弧面、上方两角微微翘起的长方形为造型基调，主体对称式构图上面配以…
南校门,,5,0,502,厦大有南校门，就是所谓的主校门，并不是因为它在学校的南边，只是因为毗邻南普陀寺而得名，出了南校门便是沙滩。南校门股部而端正庄严。一批批朝气蓬勃、热情洋溢的学子从这里开始大学之旅，一代代踌躇满志、怀揣憧憬的人才从这里踏入新的征途。
滴水岩,,1,0,181,植物园的一个优胜的去处，这里很幽静，空气清新，可以俯瞰半个植物园！
骆驼峰,,0,0,503,樵溪古桥、高读琴洞位于雨林世界内。
澎湖阵亡将士台,,0,0,504,巨大的石碑上镌“澎湖阵亡将士之灵”八个大字，笔力遒劲。
琴洞,,1,0,505,沿涧水上行有天然石洞，涧水穿洞而过，洞内有卧石如琴，溪水抚石，如弦带音，“倾耳静听流水调，却疑钟子写水弦”，故名“琴洞”。
万笏朝天,,1,0,506,“万笏朝天”是厦门旧二十四景中小八景之一。过去万石山上未成片植树，远远望去，均为怪石。
万石莲寺,Wanshilian Temple,0,13,507,
象鼻峰,,0,0,508,“象鼻峰”由两石并成，高七、八丈，两石间隙极小，貌酷似象鼻，石头上面镌刻“象鼻峰”，是清朝雍正年间厦门海防同知李璋所题。
万石涵翠,,2,0,509,湖上“春秋”、“天趣”双桥成趣，另有“仰止亭”、“沧趣亭”、“适然榭”等水榭亭台点缀其上，波光荡漾，意趣超凡。
太平石笑,Taiping Laughing Stone,1,22,510,
郑成功读书处,,1,0,511,洞上有一八角亭，乃“郑延平郡王读书处”，当年，这里浓荫蔽日，格外清幽，郑成功曾住在太平岩寺，常到海云洞读书，谛听溪中泉水奔流。
新碑林,New Forest of Steles,0,9,512,
天界晓钟,,1,0,513,以前这里的和尚每天清晨要敲钟下，以解“一百零八烦恼之梦”。
醴泉洞,,0,0,514,天界寺脚下有一洞，洞内有一井，洞中有泉水涌出，水质甘洌，可以酿酒，所以又称“醴泉”，洞也称“醴泉洞”。
长啸洞,,0,0,515,天界寺后有一天然岩洞，洞中有石刻，为清乾隆时期黄日纪所题。
棕榈植物区,,0,0,516,棕榈科植物多为优良的园林植物，除观赏外，还可作纤维、食品、油脂、淀粉、药材、藤材、香料等原料及建筑材料。
科普展馆,,0,0,517,向广大群众介绍了植物的基础知识、植物园的特色景观、园内的珍奇植物以及园内常见的动物等。
药用植物区,,0,0,518,药用植物区主要集中种植的药用植物260多种，主要是厦门地区常见和从各地引种的药用植物种类。
苏铁园,,0,0,519,苏铁专类园，本园至今已引种保存泽米铁科6属25种和3个变种，约占世界泽米铁科植物种类的16%，丰富了我国的苏铁目植物资源。
藤本植物区,,1,0,520,藤本区位于万石山腰，该区栽植藤本植物的标准是指不能单独直立，以观赏性藤本为主，包括观叶、观花、观果、观茎等。
竹类植物区,,0,0,521,竹径位于万石湖北侧步行道，依高低错落、曲直有致的地形地势，沿石阶铺就的小路两旁交互列植。
百花厅,,4,19,522,
花卉园,,5,1,523,厦门市园林植物园花卉园园区保持日日有花，常年不断，形成别具一格的“花的海洋，花的世界”，是厦门市园林植物园最具特色植物专类园区，深受国内外游客的欢迎。
裸子植物区,,0,0,524,裸子植物多为用材树种，有不少是优良的园林绿化树种。
南洋杉草坪,,1,0,525,南洋杉草坪位于万石湖南侧，含疏林草坪和南洋杉林带，是园内具有明显特色的景区之一，种植高大挺拔的各种南洋杉科植物，是游人休憩、嬉戏的良好场所。
蔷薇园,Rose Garden,1,4,526,
沙生植物区,Psammophyte Area,16,14,527,
市花园,,1,0,215,由于三角梅耐贫瘠，适应性强，生命力旺盛，体现厦门特区人民坚韧不拔、吃苦耐劳、热情奔放、开拓进取的精神。市花园集中展示厦门市市花三角梅，以让更多的人了解市花，爱市花，爱厦门。
雨林世界,,23,2,256,雨林世界位于紫云景区内，植物园的两大水系之一樵溪横穿其中，区内现存厦门旧二十四景的景外景“紫云得路”和“高读琴洞”，并有厦门市文物保护单位，建于明代万历年间的樵溪桥。
百花厅荫棚,,0,0,528,百花厅荫棚，建筑位于百花厅东北角，与雨林景区、百花厅和奇趣区毗邻交融，是突出观赏蕨类植物为主题的荫生园区。
双层木马,,0,0,255,
波浪翻滚,,1,0,254,
海盗船,,0,0,121,
太空飞梭,,0,0,253,
空中飞舞,,0,0,157,
飞越极限,,1,0,252,
暴风眼,,1,0,169,
决战金山寺,,1,0,126,
丛林的故事,,1,0,529,
大摆锤,,1,0,196,
生命之光,,1,0,251,
魔法城堡,,1,0,155,
极地快车,,1,0,153,
聊斋,,0,0,250,
逃出恐龙岛,,1,0,101,
秦陵历险,,1,0,530,
宇宙博览会,,0,0,531,
童梦天地,,0,0,532,
魔法美术馆,,0,0,249,
故宫鼓浪屿外国文物馆,Gulangyu Foreign Cultural Museum of the Forbidden City,1,20,92,
原德国领事馆遗址,,2,1,93,德国驻厦门领事馆是德国曾派驻中国厦门的领事级外交代表机构，自1864年起设立，1870年于鼓浪屿鹿礁建馆舍，其馆址与英国领事馆相毗邻。同时在旗尾山建有领事官邸。全盛时期的领区范围辖福建、台湾两省。第一次世界大战德国战败后，该领事馆撤销，领…
时钟楼,shizhonglou,1,42,94,
同安钟楼,Tong'an Bell Tower,0,13,533,
牛头山·环游世界气球主题乐园,,0,0,446,牛头山·环游世界气球主题乐园位于东渡牛头山公园桥梁博物馆内。
沧江古镇,,1,0,535,沧江古镇是海沧提出的要以之为重点的保护性开发计划，打造海丝历史文化重镇。
鸿山隧道,,5,3,536,
南关圣教书局,Southern Fujian Christian Bookstore,1,0,95,这是一个闽南教会专门服务教徒的书店，而里面摆放的闽南白话字编印的教会典籍则成了她最大的特色。
观音山萌宠动物园,,1,1,87,神奇动物在哪里，在观音山萌宠动物园里！
大轮山风景区,,0,0,537,大轮山位于同安城东1公里，山脚下到上顶仅100多米，修有专门的登山道。山上刻有多处摩崖石刻，顶端还有亭子以及木质瞭望台，可观看同安城风景。
珩厝慈灵宫,,0,0,538,慈灵宫奉祀湄洲妈祖林默娘。南宋时，本来建在珩厝村东北的寨角地处，明嘉靖年间移建于珩厝西王的石湖前的现址，至今已有483年历史。
江夏堂,Jiangxia Hall,1,19,539,
马拉松群像雕塑,Marathon Group Portrait Sculpture,0,15,247,
荏畲村,,0,0,541,同安汀溪镇的荏畲村，保存了完好的自然生态，村内有“花果山”、“蝴蝶谷”等多处原始自然景区，特别是春夏季节，蝴蝶谷内的原始生态美景的确让人流连忘返。荏畲村周边群山上还留下多处古代遗址，最大的一座是西行寨，还有金鸡寨、石鼓寨及武术寨等…
道南楼,Daonan Building,1,7,542,
环岛路观光大道,Huandao Road Sightseeing Avenue,3,5,543,
鸿山寺,Hongshansi,1,30,544,
五缘湾文谷旅游区,"Cultural Garden Canyon Tourism Zone, Wuyuan Bay",0,22,117,
马塘村,,0,0,547,“厦门第一村”马塘村中，村民住宅整齐有序，村间水泥道路宽敞通达，工业厂房错落有致，处处绿树鲜花。附近的大帽山三角梅园，如逢花期时，则一片姹紫嫣红，为市民带来一个新的山地生态休闲娱乐花园。翠绿丛林，蓝天白云，构筑了一个清心“氧”肺的…
昭惠宫,Zhaohui Palace,0,9,548,
厦门革命烈士陵园,Xiamen Revolutionary Martyrs Cemetery,1,31,246,
集盒艺术营,,0,0,161,厦门集盒艺术营是集客栈、酒吧、餐厅、设计工作室、文化交流中心于一体的艺术园区。这里有清新的空气自然的光景和闲庭信步的悠然的生活，清风星月间感受点点的艺术。——若无闲事挂心头，便是人间好时节。
竹树堂,Zhushu Church,1,12,549,
苎溪桥,Zhuxi Bridge,0,0,551,
深青驿遗址,,0,0,552,深青驿是古代同安连接漳、泉两地的古驿道驿站之一。遗址现存深青桥和驿楼两部分。深青桥始建于南宋，初为木板桥，后改为石桥。驿楼横跨于深青村口古驿道上，俗称过街楼，始建于元。
文山景区,Wen Mountain Sceneic Area,0,0,553,
石室禅院,Shishi Taoist Temple,0,61,191,
内田村,,0,0,554,内田村是厦门十大最美乡村之一，辖区内有金光湖景区，被誉为“闽南的西双版纳”， 这里盛产砂仁、“金毛狗”、灵芝草、风鼓草、绞股蓝等名贵中草药。
陈文确陈六使陈列馆,Chenwenque Chenliu Shi Exhibition Hall,1,8,556,
厦门音乐学校,Xiamen Music School,2,32,96,
厦门人民会堂,People's Hall,1,37,558,
四十四桥,Forty-four Bridge,7,42,29,
进明寺,Jinming Temple,2,11,559,
汇丰银行公馆,Mansion of Hong Kong and Shanghai Banking Corporation,2,36,49,
安献堂,Anxian Hall,1,9,97,
黄家花园,,5,2,35,黄家花园是黄奕住于1919年建立的即具有欧洲华丽元素，又不乏中国古典设计的住所，号称“中国第一别墅”。
鳄鱼屿,Crocodile Island,0,1,560,
十二洞天,Twelve Caves,6,56,28,
启明寺,Qiming Temple,4,30,561,
过坂村,,0,0,146,过坂村土壤较肥沃，气候条件较好，夏无酷暑，冬无严寒，终年无霜，雨量丰沛，对发展农业作物种植极为有利。
顶村村,,1,2,243,顶村村位于厦门市西北部山区，西北与泉州市的南安市、安溪县接壤，是同安区汀溪镇的“后花园”，水资源丰沛。
曾山,,11,3,563,厦门岛内多山。在厦门岛南端，白石炮台遗址以北，有座曾山。曾山南部隔海与金门的大担岛、二担岛相望。
九架厝战地民俗园,"Jiujiacuo Battlefield Folk Park, Dadeng Island",0,3,452,
春草堂,Chuncao Tang,4,14,98,
罗汉山,Luohan Mountain,0,20,242,
郑成功雕像,,14,10,12,郑成功雕像屹立在鼓浪屿东南端的覆鼎岩，面朝波澜壮阔的大海，身披盔甲，手按宝剑，形象挺拨刚劲，气势雄伟。
林祖密故居,Linzumi Former Residence,1,18,99,
桥梁博物馆,Xiamen Bridge Museum,1,31,564,
香山国际游艇码头,Xiangshan International Yacht Marina,8,11,47,
厦门环海湾休闲旅游,,0,0,193,渔船从西堤码头出发，一路上不仅能饱览整个厦门岛风光、倾听海浪拍击船的声音、遥望大小兔岛屿与陈嘉庚夫人陵园的宝珠屿、一尝船上渔民大厨地道的渔家饭，还能游览集美湾、杏林湾和马銮湾，“环两湾半，看五龙抢珠；听海品涛，观集美学村”
古龙酱文化园,Gulong Sauce Cultural Park,1,49,566,
老厦门故事馆,Old Xiamen Story House,1,24,100,
中华奇石馆,Chinese Rare Stone Museum,1,1,567,
芮皇养生文化馆,,0,0,568,按摩师的手是神奇的，他能扫尽你无限的 ，养生馆内的氛围是舒缓的，他能让你的心神得到无限的放松，养生、美容，是您健康生活的开始。
野山谷景区,Wild Valley Scenic Area,2,2,163,
和峰真人CS野战俱乐部,,0,0,241,真人CS是多人一起组织起来的一种游戏形式，是一种集运动与游戏于一体，紧张刺激的娱乐活动，真人cs野战是国际上风行的wargame（野战游戏）运动的其中一种形式，目前国内的真人CS基本都是拓展训练中的一个综合性很强的项目。
张仃美术馆,Zhangding Gallery,0,9,67,
百年鼓浪屿博物馆,Bainian Gulangyu Museum,1,148,101,
宝生园农业文化主题公园,,0,0,569,"厦门宝生园农家乐是一个以生态开发为宗旨，集种植、养殖、科研、科普教育、旅游观光、休闲娱乐、拓展培训为一体的绿色生态园。 在宝生园里，亲子家庭不但可以在园里租赁一块私家菜地,种植自己喜欢的蔬菜瓜果，让孩子们也能从中体会到“锄禾日当午，…"
厦门观复博物馆,,1,3,102,一家私人博物馆，在岛上偏安一隅风景秀美，博物馆尽管规模不大，但藏品丰富，喜欢收藏的朋友不可错过。
种德宫,Zhongde Gong,1,15,27,
大帽山三角梅园,Damao Mountain Bougainvillea  Garden,0,3,570,
厦门破狱斗争旧址,Prison Break Fight Site of Xiamen,1,22,571,
集美航海学院,,3,1,572,集美航海学院的前身是著名的集美航海学校。它是爱国华侨陈嘉庚先生于民国9年(1920年)创办的。初称“集美学校实业部水产科”，后称“集美学校水产部”。民国16年，改为私立集美高级水产航海学校。经过多年苦心经营，学校初具规模。从初办时以渔捞为…
集美大桥,Jimei Bridge,23,31,84,
集美图书馆,,1,0,573,集美图书馆的前身是陈嘉庚先生1918年创办的集美学校图书馆。
福南大会堂,,2,0,574,位于厦门集美学村内。
科学艺术中心,Kexue Art Center,2,26,575,
南薰楼,Nanxun Building,7,15,576,
百家村,Baijia Village,40,49,159,
大同路,,56,6,207,清新雅致，小资必选。
滴水山房,,2,1,130,一花一草，一石一景皆有心意。处处透着雅致，散发着禅意。
慈济东宫,,1,2,577,整座殿宇依山递高，飞檐交错，富丽堂皇，雄伟壮观。
厦门中华儿女美术馆,Xiamen Art Museum of Chinese Elite,20,32,165,
海滨公园,Haibin Park,3,27,578,
厦门大学人类博物馆,Xiamen University Anthropology Museum,1,108,180,
白石炮台遗址,Baishi Fort Relic Site,4,32,240,
贝壳梦幻世界,Shell Dream World,2,407,1,
月光岩,Moonlight Rock,28,13,39,
文曾路,Wenzeng Road,11,70,239,
百年鼓浪屿博物馆,,2,3,104,百年鼓浪屿博物馆位于福建省厦门市鼓浪屿福建路62号。
轮渡邮局,,9,1,90,轮渡邮局为大清厦门一等邮局遗址，2004年11月经本政府公布为第五批市级文物保护单位。
日光岩寺,Riguang Mountain Temple,22,185,33,
李小柒花茶店,,1,1,145,
五缘大桥,Wuyuan Bridge,9,30,579,
英雄三岛战地观光园,Three Island Hero Battlefield Park,4,85,179,
基督教曾厝垵堂,Zengcuoan Christian Church,3,61,59,
厦门文化艺术中心,,2,1,581,集文化、旅游、休闲于一体的大型文化公建设施群。
华侨大学,Huaqiao University,4,49,194,
天上圣妈宫,Palace of the Holy Mother in Heaven,4,7,89,
曾厝安闽台文化馆,,5,4,76,位于厦门曾厝垵社260号的曾厝垵闽台文化馆是将一座百年闽南古厝修缮一新后，打造的展示闽台文化和两岸交流的文化场所。
狐尾山公园,Huweishan Park,18,70,112,
坂头水库,,0,0,583,坂头水库位于坂头村附近，库容量350万立方米，水质清洌，水库依山就势，蜿蜒而去，格外壮观。
海韵台,Haiyuntai,16,18,58,
仙岳公园,Xianyue Park,3,75,584,
厦门城隍庙,Xiamen Town God's Temple,7,15,201,
杏林大桥,Xinglin Bridge,5,18,585,
钟情龙头路,,0,1,106,来到鼓浪屿，龙头路的小店是一定要逛一逛的。
漫步鼓浪屿公平路,,0,0,107,把你的心交给这里，让它好好休息。
忠仑公园,Zhonglun Park,3,132,85,
苏禾摄影,,0,0,586,厦门苏禾摄影（原厦大SOHO摄影）位于福建省厦门市思明区厦禾路亿力乐园785号701，成立于2010年7月，是一家主拍韩式婚纱，日系写真，个性化拍摄服务定制为主的摄影工作室。
莲花公园,Lianhua Park,3,33,94,
奥林匹克博物馆,Xiamen Olympic Museum,1,30,588,
康佳游乐中心,,3,0,32,
